target,satellite,label,index,filename,view,period,t0,star_radius,k,aos,i,e,w,ldcs_1,ldcs_2,n_points_transit
HD105211,UBr,PC,58,58_curve_HD105211_UBr.npy,Curve,4.878283699817899,1460.235748787209,1.78292,0.1138219693749659,19.98961694974657,1.563001286995707,0.0,0.0,0.35,0.1,1111
HD105211,UBr,PC,58,58_fold_HD105211_UBr.npy,PhaseFold,4.878283699817899,1460.235748787209,1.78292,0.1138219693749659,19.98961694974657,1.563001286995707,0.0,0.0,0.35,0.1,1111
HD105211,UBr,PC,58,58_global_HD105211_UBr.npy,Global,4.878283699817899,1460.235748787209,1.78292,0.1138219693749659,19.98961694974657,1.563001286995707,0.0,0.0,0.35,0.1,1111
HD105211,UBr,PC,58,58_local_HD105211_UBr.npy,Local,4.878283699817899,1460.235748787209,1.78292,0.1138219693749659,19.98961694974657,1.563001286995707,0.0,0.0,0.35,0.1,1111
HD105211,UBr,PC,59,59_curve_HD105211_UBr.npy,Curve,4.879672588706788,1460.235748787209,1.78292,0.1138219693749659,19.98961694974657,1.563001286995707,0.0,0.0,0.35,0.1,1111
HD105211,UBr,PC,59,59_fold_HD105211_UBr.npy,PhaseFold,4.879672588706788,1460.235748787209,1.78292,0.1138219693749659,19.98961694974657,1.563001286995707,0.0,0.0,0.35,0.1,1111
HD105211,UBr,PC,59,59_global_HD105211_UBr.npy,Global,4.879672588706788,1460.235748787209,1.78292,0.1138219693749659,19.98961694974657,1.563001286995707,0.0,0.0,0.35,0.1,1111
HD105211,UBr,PC,59,59_local_HD105211_UBr.npy,Local,4.879672588706788,1460.235748787209,1.78292,0.1138219693749659,19.98961694974657,1.563001286995707,0.0,0.0,0.35,0.1,1111
HD105211,UBr,PC,77,77_curve_HD105211_UBr.npy,Curve,3.852784373210596,1549.8443777871166,1.78292,0.1040199521676666,14.5320323842862,1.5705325320506316,0.0,0.0,0.3,0.11,1531
HD105211,UBr,PC,77,77_fold_HD105211_UBr.npy,PhaseFold,3.852784373210596,1549.8443777871166,1.78292,0.1040199521676666,14.5320323842862,1.5705325320506316,0.0,0.0,0.3,0.11,1531
HD105211,UBr,PC,77,77_global_HD105211_UBr.npy,Global,3.852784373210596,1549.8443777871166,1.78292,0.1040199521676666,14.5320323842862,1.5705325320506316,0.0,0.0,0.3,0.11,1531
HD105211,UBr,PC,77,77_local_HD105211_UBr.npy,Local,3.852784373210596,1549.8443777871166,1.78292,0.1040199521676666,14.5320323842862,1.5705325320506316,0.0,0.0,0.3,0.11,1531
HD105211,UBr,PC,78,78_curve_HD105211_UBr.npy,Curve,3.854173262099485,1549.8443777871166,1.78292,0.1040199521676666,14.5320323842862,1.5705325320506316,0.0,0.0,0.3,0.11,1531
HD105211,UBr,PC,78,78_fold_HD105211_UBr.npy,PhaseFold,3.854173262099485,1549.8443777871166,1.78292,0.1040199521676666,14.5320323842862,1.5705325320506316,0.0,0.0,0.3,0.11,1531
HD105211,UBr,PC,78,78_global_HD105211_UBr.npy,Global,3.854173262099485,1549.8443777871166,1.78292,0.1040199521676666,14.5320323842862,1.5705325320506316,0.0,0.0,0.3,0.11,1531
HD105211,UBr,PC,78,78_local_HD105211_UBr.npy,Local,3.854173262099485,1549.8443777871166,1.78292,0.1040199521676666,14.5320323842862,1.5705325320506316,0.0,0.0,0.3,0.11,1531
HD105211,UBr,PC,95,95_curve_HD105211_UBr.npy,Curve,3.840022824467851,1510.9271807868813,1.78292,0.104020521501747,27.17542289794302,1.5547318833891088,0.0,0.0,0.29,0.06,711
HD105211,UBr,PC,95,95_fold_HD105211_UBr.npy,PhaseFold,3.840022824467851,1510.9271807868813,1.78292,0.104020521501747,27.17542289794302,1.5547318833891088,0.0,0.0,0.29,0.06,711
HD105211,UBr,PC,95,95_global_HD105211_UBr.npy,Global,3.840022824467851,1510.9271807868813,1.78292,0.104020521501747,27.17542289794302,1.5547318833891088,0.0,0.0,0.29,0.06,711
HD105211,UBr,PC,95,95_local_HD105211_UBr.npy,Local,3.840022824467851,1510.9271807868813,1.78292,0.104020521501747,27.17542289794302,1.5547318833891088,0.0,0.0,0.29,0.06,711
HD105211,UBr,PC,96,96_curve_HD105211_UBr.npy,Curve,3.84141171335674,1510.9271807868813,1.78292,0.104020521501747,27.17542289794302,1.5547318833891088,0.0,0.0,0.29,0.06,711
HD105211,UBr,PC,96,96_fold_HD105211_UBr.npy,PhaseFold,3.84141171335674,1510.9271807868813,1.78292,0.104020521501747,27.17542289794302,1.5547318833891088,0.0,0.0,0.29,0.06,711
HD105211,UBr,PC,96,96_global_HD105211_UBr.npy,Global,3.84141171335674,1510.9271807868813,1.78292,0.104020521501747,27.17542289794302,1.5547318833891088,0.0,0.0,0.29,0.06,711
HD105211,UBr,PC,96,96_local_HD105211_UBr.npy,Local,3.84141171335674,1510.9271807868813,1.78292,0.104020521501747,27.17542289794302,1.5547318833891088,0.0,0.0,0.29,0.06,711
HD106983,UBr,PC,247,247_curve_HD106983_UBr.npy,Curve,2.736037088155549,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,247,247_fold_HD106983_UBr.npy,PhaseFold,2.736037088155549,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,247,247_global_HD106983_UBr.npy,Global,2.736037088155549,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,247,247_local_HD106983_UBr.npy,Local,2.736037088155549,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,248,248_curve_HD106983_UBr.npy,Curve,2.7374259770444382,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,248,248_fold_HD106983_UBr.npy,PhaseFold,2.7374259770444382,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,248,248_global_HD106983_UBr.npy,Global,2.7374259770444382,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,248,248_local_HD106983_UBr.npy,Local,2.7374259770444382,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,249,249_curve_HD106983_UBr.npy,Curve,2.738814865933328,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,249,249_fold_HD106983_UBr.npy,PhaseFold,2.738814865933328,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,249,249_global_HD106983_UBr.npy,Global,2.738814865933328,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,249,249_local_HD106983_UBr.npy,Local,2.738814865933328,1479.6200807870214,0.98,0.1652943861946859,12.695077073547694,1.564845556143191,0.0,0.0,0.37,0.14,859
HD106983,UBr,PC,266,266_curve_HD106983_UBr.npy,Curve,2.387482191588413,1457.93348478692,0.98,0.190368529850256,12.374082218267796,1.5659478622056082,0.0,0.0,0.33,0.11,758
HD106983,UBr,PC,266,266_fold_HD106983_UBr.npy,PhaseFold,2.387482191588413,1457.93348478692,0.98,0.190368529850256,12.374082218267796,1.5659478622056082,0.0,0.0,0.33,0.11,758
HD106983,UBr,PC,266,266_global_HD106983_UBr.npy,Global,2.387482191588413,1457.93348478692,0.98,0.190368529850256,12.374082218267796,1.5659478622056082,0.0,0.0,0.33,0.11,758
HD106983,UBr,PC,266,266_local_HD106983_UBr.npy,Local,2.387482191588413,1457.93348478692,0.98,0.190368529850256,12.374082218267796,1.5659478622056082,0.0,0.0,0.33,0.11,758
HD106983,UBr,PC,268,268_curve_HD106983_UBr.npy,Curve,2.3902599693661912,1457.93348478692,0.98,0.190368529850256,12.374082218267796,1.5659478622056082,0.0,0.0,0.33,0.11,758
HD106983,UBr,PC,268,268_fold_HD106983_UBr.npy,PhaseFold,2.3902599693661912,1457.93348478692,0.98,0.190368529850256,12.374082218267796,1.5659478622056082,0.0,0.0,0.33,0.11,758
HD106983,UBr,PC,268,268_global_HD106983_UBr.npy,Global,2.3902599693661912,1457.93348478692,0.98,0.190368529850256,12.374082218267796,1.5659478622056082,0.0,0.0,0.33,0.11,758
HD106983,UBr,PC,268,268_local_HD106983_UBr.npy,Local,2.3902599693661912,1457.93348478692,0.98,0.190368529850256,12.374082218267796,1.5659478622056082,0.0,0.0,0.33,0.11,758
HD106983,UBr,PC,285,285_curve_HD106983_UBr.npy,Curve,4.2986485241152,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,285,285_fold_HD106983_UBr.npy,PhaseFold,4.2986485241152,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,285,285_global_HD106983_UBr.npy,Global,4.2986485241152,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,285,285_local_HD106983_UBr.npy,Local,4.2986485241152,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,286,286_curve_HD106983_UBr.npy,Curve,4.300037413004089,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,286,286_fold_HD106983_UBr.npy,PhaseFold,4.300037413004089,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,286,286_global_HD106983_UBr.npy,Global,4.300037413004089,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,286,286_local_HD106983_UBr.npy,Local,4.300037413004089,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,287,287_curve_HD106983_UBr.npy,Curve,4.301426301892978,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,287,287_fold_HD106983_UBr.npy,PhaseFold,4.301426301892978,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,287,287_global_HD106983_UBr.npy,Global,4.301426301892978,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,287,287_local_HD106983_UBr.npy,Local,4.301426301892978,1472.159060787208,0.98,0.1965654578041371,13.116886496065645,1.5442234563918666,0.0,0.0,0.28,0.1,783
HD106983,UBr,PC,304,304_curve_HD106983_UBr.npy,Curve,3.312942803257681,1465.0486597868462,0.98,0.1334167665341793,11.287658972622022,1.5423814572850811,0.0,0.0,0.28,0.1,819
HD106983,UBr,PC,304,304_fold_HD106983_UBr.npy,PhaseFold,3.312942803257681,1465.0486597868462,0.98,0.1334167665341793,11.287658972622022,1.5423814572850811,0.0,0.0,0.28,0.1,819
HD106983,UBr,PC,304,304_global_HD106983_UBr.npy,Global,3.312942803257681,1465.0486597868462,0.98,0.1334167665341793,11.287658972622022,1.5423814572850811,0.0,0.0,0.28,0.1,819
HD106983,UBr,PC,304,304_local_HD106983_UBr.npy,Local,3.312942803257681,1465.0486597868462,0.98,0.1334167665341793,11.287658972622022,1.5423814572850811,0.0,0.0,0.28,0.1,819
HD106983,UBr,PC,305,305_curve_HD106983_UBr.npy,Curve,3.31433169214657,1465.0486597868462,0.98,0.1334167665341793,11.287658972622022,1.5423814572850811,0.0,0.0,0.28,0.1,819
HD106983,UBr,PC,305,305_fold_HD106983_UBr.npy,PhaseFold,3.31433169214657,1465.0486597868462,0.98,0.1334167665341793,11.287658972622022,1.5423814572850811,0.0,0.0,0.28,0.1,819
HD106983,UBr,PC,305,305_global_HD106983_UBr.npy,Global,3.31433169214657,1465.0486597868462,0.98,0.1334167665341793,11.287658972622022,1.5423814572850811,0.0,0.0,0.28,0.1,819
HD106983,UBr,PC,305,305_local_HD106983_UBr.npy,Local,3.31433169214657,1465.0486597868462,0.98,0.1334167665341793,11.287658972622022,1.5423814572850811,0.0,0.0,0.28,0.1,819
HD106983,UBr,PC,323,323_curve_HD106983_UBr.npy,Curve,2.0693057808001747,1490.9871247869764,0.98,0.165080118101631,12.90219539039619,1.550648036342532,0.0,0.0,0.34,0.13,853
HD106983,UBr,PC,323,323_fold_HD106983_UBr.npy,PhaseFold,2.0693057808001747,1490.9871247869764,0.98,0.165080118101631,12.90219539039619,1.550648036342532,0.0,0.0,0.34,0.13,853
HD106983,UBr,PC,323,323_global_HD106983_UBr.npy,Global,2.0693057808001747,1490.9871247869764,0.98,0.165080118101631,12.90219539039619,1.550648036342532,0.0,0.0,0.34,0.13,853
HD106983,UBr,PC,323,323_local_HD106983_UBr.npy,Local,2.0693057808001747,1490.9871247869764,0.98,0.165080118101631,12.90219539039619,1.550648036342532,0.0,0.0,0.34,0.13,853
HD106983,UBr,PC,324,324_curve_HD106983_UBr.npy,Curve,2.070694669689064,1490.9871247869764,0.98,0.165080118101631,12.90219539039619,1.550648036342532,0.0,0.0,0.34,0.13,853
HD106983,UBr,PC,324,324_fold_HD106983_UBr.npy,PhaseFold,2.070694669689064,1490.9871247869764,0.98,0.165080118101631,12.90219539039619,1.550648036342532,0.0,0.0,0.34,0.13,853
HD106983,UBr,PC,324,324_global_HD106983_UBr.npy,Global,2.070694669689064,1490.9871247869764,0.98,0.165080118101631,12.90219539039619,1.550648036342532,0.0,0.0,0.34,0.13,853
HD106983,UBr,PC,324,324_local_HD106983_UBr.npy,Local,2.070694669689064,1490.9871247869764,0.98,0.165080118101631,12.90219539039619,1.550648036342532,0.0,0.0,0.34,0.13,853
HD106983,UBr,PC,342,342_curve_HD106983_UBr.npy,Curve,3.8993089987301977,1463.7934997871366,0.98,0.1575916095113644,12.642508351668775,1.5604623757162606,0.0,0.0,0.36,0.09,845
HD106983,UBr,PC,342,342_fold_HD106983_UBr.npy,PhaseFold,3.8993089987301977,1463.7934997871366,0.98,0.1575916095113644,12.642508351668775,1.5604623757162606,0.0,0.0,0.36,0.09,845
HD106983,UBr,PC,342,342_global_HD106983_UBr.npy,Global,3.8993089987301977,1463.7934997871366,0.98,0.1575916095113644,12.642508351668775,1.5604623757162606,0.0,0.0,0.36,0.09,845
HD106983,UBr,PC,342,342_local_HD106983_UBr.npy,Local,3.8993089987301977,1463.7934997871366,0.98,0.1575916095113644,12.642508351668775,1.5604623757162606,0.0,0.0,0.36,0.09,845
HD106983,UBr,PC,343,343_curve_HD106983_UBr.npy,Curve,3.900697887619087,1463.7934997871366,0.98,0.1575916095113644,12.642508351668775,1.5604623757162606,0.0,0.0,0.36,0.09,845
HD106983,UBr,PC,343,343_fold_HD106983_UBr.npy,PhaseFold,3.900697887619087,1463.7934997871366,0.98,0.1575916095113644,12.642508351668775,1.5604623757162606,0.0,0.0,0.36,0.09,845
HD106983,UBr,PC,343,343_global_HD106983_UBr.npy,Global,3.900697887619087,1463.7934997871366,0.98,0.1575916095113644,12.642508351668775,1.5604623757162606,0.0,0.0,0.36,0.09,845
HD106983,UBr,PC,343,343_local_HD106983_UBr.npy,Local,3.900697887619087,1463.7934997871366,0.98,0.1575916095113644,12.642508351668775,1.5604623757162606,0.0,0.0,0.36,0.09,845
HD110879,BAb,PC,361,361_curve_HD110879_BAb.npy,Curve,3.1871450815757214,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,361,361_fold_HD110879_BAb.npy,PhaseFold,3.1871450815757214,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,361,361_global_HD110879_BAb.npy,Global,3.1871450815757214,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,361,361_local_HD110879_BAb.npy,Local,3.1871450815757214,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,362,362_curve_HD110879_BAb.npy,Curve,3.1885339704646105,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,362,362_fold_HD110879_BAb.npy,PhaseFold,3.1885339704646105,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,362,362_global_HD110879_BAb.npy,Global,3.1885339704646105,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,362,362_local_HD110879_BAb.npy,Local,3.1885339704646105,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,363,363_curve_HD110879_BAb.npy,Curve,3.1899228593535,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,363,363_fold_HD110879_BAb.npy,PhaseFold,3.1899228593535,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,363,363_global_HD110879_BAb.npy,Global,3.1899228593535,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,363,363_local_HD110879_BAb.npy,Local,3.1899228593535,1479.1066341574833,1.67,0.1140151753587311,10.02855136851018,1.550057368894172,0.0,0.0,0.29,0.1,918
HD110879,BAb,PC,380,380_curve_HD110879_BAb.npy,Curve,2.2687272305670896,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,380,380_fold_HD110879_BAb.npy,PhaseFold,2.2687272305670896,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,380,380_global_HD110879_BAb.npy,Global,2.2687272305670896,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,380,380_local_HD110879_BAb.npy,Local,2.2687272305670896,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,381,381_curve_HD110879_BAb.npy,Curve,2.2701161194559787,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,381,381_fold_HD110879_BAb.npy,PhaseFold,2.2701161194559787,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,381,381_global_HD110879_BAb.npy,Global,2.2701161194559787,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,381,381_local_HD110879_BAb.npy,Local,2.2701161194559787,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,382,382_curve_HD110879_BAb.npy,Curve,2.271505008344868,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,382,382_fold_HD110879_BAb.npy,PhaseFold,2.271505008344868,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,382,382_global_HD110879_BAb.npy,Global,2.271505008344868,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,382,382_local_HD110879_BAb.npy,Local,2.271505008344868,1454.49439178713,1.67,0.1278945775551442,12.992682630374304,1.5542513633273245,0.0,0.0,0.32,0.1,701
HD110879,BAb,PC,418,418_curve_HD110879_BAb.npy,Curve,2.353060217045866,1458.4684897868742,1.67,0.1008044344359172,12.46016034850667,1.563174893443695,0.0,0.0,0.35,0.08,753
HD110879,BAb,PC,418,418_fold_HD110879_BAb.npy,PhaseFold,2.353060217045866,1458.4684897868742,1.67,0.1008044344359172,12.46016034850667,1.563174893443695,0.0,0.0,0.35,0.08,753
HD110879,BAb,PC,418,418_global_HD110879_BAb.npy,Global,2.353060217045866,1458.4684897868742,1.67,0.1008044344359172,12.46016034850667,1.563174893443695,0.0,0.0,0.35,0.08,753
HD110879,BAb,PC,418,418_local_HD110879_BAb.npy,Local,2.353060217045866,1458.4684897868742,1.67,0.1008044344359172,12.46016034850667,1.563174893443695,0.0,0.0,0.35,0.08,753
HD110879,BAb,PC,419,419_curve_HD110879_BAb.npy,Curve,2.354449105934755,1458.4684897868742,1.67,0.1008044344359172,12.46016034850667,1.563174893443695,0.0,0.0,0.35,0.08,753
HD110879,BAb,PC,419,419_fold_HD110879_BAb.npy,PhaseFold,2.354449105934755,1458.4684897868742,1.67,0.1008044344359172,12.46016034850667,1.563174893443695,0.0,0.0,0.35,0.08,753
HD110879,BAb,PC,419,419_global_HD110879_BAb.npy,Global,2.354449105934755,1458.4684897868742,1.67,0.1008044344359172,12.46016034850667,1.563174893443695,0.0,0.0,0.35,0.08,753
HD110879,BAb,PC,419,419_local_HD110879_BAb.npy,Local,2.354449105934755,1458.4684897868742,1.67,0.1008044344359172,12.46016034850667,1.563174893443695,0.0,0.0,0.35,0.08,753
HD110879,BHr,PC,532,532_curve_HD110879_BHr.npy,Curve,4.324143395372945,1453.7621137870324,1.67,0.1072168755012557,10.41142561741042,1.551527513431275,0.0,0.0,0.2,0.11,753
HD110879,BHr,PC,532,532_fold_HD110879_BHr.npy,PhaseFold,4.324143395372945,1453.7621137870324,1.67,0.1072168755012557,10.41142561741042,1.551527513431275,0.0,0.0,0.2,0.11,753
HD110879,BHr,PC,532,532_global_HD110879_BHr.npy,Global,4.324143395372945,1453.7621137870324,1.67,0.1072168755012557,10.41142561741042,1.551527513431275,0.0,0.0,0.2,0.11,753
